Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
59095,5zeri0nScx4GFiVfW4GDpM,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,Northern Waves,9,490591,False,0.133,0.231,0,-22.818,1,0.0335,0.841,0.973,0.144,0.0865,85.568,4,iranian
5563,2BNJnr2IY3KaDVdOM9wnSB,Kijugo,Fly High but is it okay if it's lofi?,Fly High but is it okay if it's lofi?,47,141290,False,0.7,0.415,1,-12.962,0,0.0371,0.346,0.941,0.0967,0.35,124.009,4,anime
21758,0s3ZpsAaVCbWxDhLq2B2wh,Fireboy DML,"Laughter, Tears & Goosebumps",Scatter,48,164000,False,0.726,0.802,11,-6.528,0,0.197,0.0428,0.0728,0.314,0.593,119.829,4,dancehall
886,2Z8oSkHTEJedqb1rsgpLih,Covers Culture,Chill Vibes - Just Chill & Relax - Relaxing Covers Songs - Chill Pop Music Hits - Chill Music - Chill Songs - Chilled - Chill Out Pop - Chillout Music - Best Chill Songs - Acoustic Chill,SOS - Acoustic Covers Versions,26,149610,False,0.351,0.109,7,-11.997,0,0.0435,0.879,0.0,0.158,0.64,76.851,4,acoustic
103188,3tJEINlBmAWkKr2yngcmue,Marvin Gaye,Soulful Christmas,I Want To Come Home For Christmas,0,205133,False,0.309,0.564,6,-6.955,0,0.038,0.119,0.00175,0.111,0.488,179.106,3,soul
27796,16BtMYMHIH9eGVlkZB0ain,Lenzman,Golden Age,Homie Don't Play That,16,291839,False,0.495,0.884,1,-4.56,1,0.0461,0.00214,0.786,0.0692,0.474,171.998,4,drum-and-bass
27219,18EcR5oRBNKqKqX9qxpcKC,Chase & Status;Popcaan;IRAH,What Came Before,Censor (feat. Popcaan & IRAH),54,216093,True,0.511,0.96,5,-3.214,1,0.395,0.00444,0.000121,0.133,0.307,175.076,4,drum-and-bass
57663,0eei3Q3RLKtA9HkvYCQC7t,Prateek Kuhad,Shehron Ke Raaz,Khone Do,44,239360,False,0.514,0.123,10,-11.512,1,0.0379,0.851,0.0394,0.127,0.169,122.782,4,indie
40581,7rFgI3Eheia8if1oomu944,Leandro Borges;Sandrinha,Um Refrão pra Sua Alma (Ao Vivo),Um Refrão pra Sua Alma - Ao Vivo,41,220707,False,0.5,0.369,7,-7.862,1,0.0402,0.789,0.0,0.714,0.294,127.636,4,gospel
63021,7v8wKvNQQIxkugCFFjrkaO,Aimer,残響散歌,残響散歌,77,184893,False,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4,j-rock
18642,2U5seysahayD1UCowxOIQt,Adam Sandler;8 Crazy Nights Cast;Blake Clark;Kevin Farley;Tom Kenny;Lari Friedman;Jared Sandler;Jillian Sandler;Dylan Sprouse;Carl Weathers;Tyra Banks;Cole Sprouse;Ann Wilson;Richard Page,Eight Crazy Nights (Original Movie Soundtrack),"Intervention Song (with Blake Clark, Kevin Farley, Tom Kenny, Lari Friedman, Jared Sandler, Jillian Sandler, Dylan Sprouse, Carl Weathers, Tyra Banks, Cole Sprouse, Ann Wilson & Richard Page)",22,153493,False,0.558,0.616,4,-8.308,1,0.129,0.506,0.0,0.895,0.262,94.277,4,comedy
88331,7nR2mGoLpfzMA5f3tFdtvV,Sebastian Yatra;Luis Figueroa;Lary Over,Perreo Tenebroso Vol. 2,Por Perro,0,245360,False,0.684,0.762,0,-5.147,1,0.0564,0.419,0.0,0.0759,0.905,172.015,4,reggae
109904,7ujvbItuOqPEA659UYI6xh,Stephan Bodzin;Luna Semara,Boavista,Nothing Like You,35,497574,False,0.636,0.483,9,-13.417,1,0.0429,0.0735,0.534,0.0884,0.105,124.994,4,techno
83082,1ahVFh0ViDZr8LvkEVlq3B,Martin Garrix;Bonn,No Sleep (feat. Bonn),No Sleep (feat. Bonn),63,207094,False,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,4,progressive-house
61371,1IWIDiuMyqfPwin6QIPVqD,Sakurako Ohara,Shine On Me,Shine On Me,23,257746,False,0.666,0.909,1,-4.229,0,0.0579,0.102,0.0,0.0809,0.576,113.014,4,j-idol
111330,3jVU4LpHVHClU0YDJ8VBqz,Bonobo,Fragments,Counterpart,48,332733,False,0.676,0.606,5,-12.167,1,0.0349,0.604,0.826,0.0804,0.0911,121.013,3,trip-hop
20591,6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance
15528,2PcRcEPe8HkDhYsA6OV6d4,keshi,skeletons,xoxosos,59,153480,True,0.619,0.401,5,-10.067,1,0.0372,0.557,7.49e-06,0.112,0.257,80.002,4,chill
60128,5vLqNGfMBAUdboE3YLPzjs,Binum,Old School Ep III,Infinity,28,360228,False,0.727,0.482,7,-8.113,0,0.0854,0.00213,0.8,0.0923,0.071,75.027,4,j-dance
72029,5XUuldRjPXcP5QxyEN4IXT,Falling In Reverse,Voices In My Head,Voices In My Head,73,191414,True,0.546,0.898,2,-3.067,0,0.162,0.0266,0.0,0.129,0.639,173.17,4,metalcore
69583,2wbRd7bFrrzLaUFXJfhFVf,Don Valiyavelicham,Lord Saviour,En Prema Geethamam,25,408199,False,0.421,0.287,6,-11.149,1,0.0291,0.893,3.13e-05,0.0919,0.208,131.751,4,malay
86987,3c4hmSnBQvLyQ0nDycpzAx,Attaque 77,Trapos,Hacelo por Mí (En Vivo),38,215240,False,0.234,0.952,4,-3.577,1,0.0393,0.000162,7.02e-06,0.569,0.579,159.269,4,punk
15460,19JzJOMs4wkuKxY8WEOMea,Elijah Who,Gentle Boy,this girl,62,122704,False,0.79,0.133,8,-9.365,1,0.0915,0.875,0.808,0.111,0.422,69.997,4,chill
30818,3UN6cIn3VIyg0z1LCuFSum,David Guetta;Usher,Nothing but the Beat (Ultimate Edition),Without You (feat. Usher),70,208133,False,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4,edm
111138,1z6zJqayfsAiiYtQ3minb7,DJ Shadow,Endtroducing.....,Midnight In A Perfect World,55,298373,False,0.664,0.644,7,-9.334,0,0.0352,0.531,0.661,0.251,0.646,79.526,4,trip-hop
79007,7EKylE34yNJV97yIYgwwTl,OneRepublic,TickTok Back To School 2022,I Ain't Worried,2,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
24381,5eEiRn4wYsSbInolcRAYIY,Derrick May,Innovator (Mayday),Dreams of Dreamers,7,241386,False,0.611,0.621,11,-10.059,0,0.0391,0.0445,0.013,0.0436,0.858,128.944,4,detroit-techno
54630,2Ko5mZOF2ro5H64ruylmvD,Kettel,Ibb & Obb (Original Soundtrack),Secret Mersken,10,133825,False,0.32,0.13,1,-17.909,0,0.0342,0.936,0.944,0.105,0.0613,65.57,4,idm
54805,1g7gghb3Ep48Uyhso3m6gf,Loess,Wind and Water,Creshiem,8,453373,False,0.372,0.36,6,-16.556,1,0.0433,0.888,0.884,0.189,0.0429,139.51,4,idm
20024,2J2Z1SkXYghSajLibnQHOa,Sia,This Is Acting,Unstoppable,81,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,dance
11590,3Z4ZuDrY684IFTBz2ze708,The Spencer Davis Group,Gimme Some Lovin' / Blues In F,Gimme Some Lovin' - Single Mix,64,178840,False,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,4,british
50867,35rUwPFRlrVRJhxVcM8Gnj,Lordi,The Monsterican Dream,Pet The Destroyer,20,231240,False,0.568,0.865,5,-5.267,0,0.0318,0.000101,0.0072,0.2,0.423,99.013,4,heavy-metal
46024,2wfHc3wJjCeaaB78MlIJ2i,Perplexer,Da Capo,Da Capo - Video Mix,30,249493,False,0.591,0.816,0,-12.801,1,0.0495,0.00123,0.895,0.106,0.162,158.775,4,happy
8326,4YBtyQJz3DXZaZjHiFN5Dd,Dinah Washington,The Greatest Jazz Mix,September In The Rain,0,129332,False,0.401,0.213,1,-13.124,1,0.0544,0.342,1.01e-05,0.0596,0.678,110.623,4,blues
54856,1HgMMME0o7usgpIljGNiUS,Seekae,The Sound Of Trees Falling On People,Halley Wars,7,134360,False,0.713,0.694,4,-8.52,0,0.0833,0.624,0.851,0.101,0.0362,129.869,4,idm
103832,2FPxdkJbS7Ft0u6wg8gQUM,Peggy Lee,pov: you bake cookies,Happy Holiday,0,116893,False,0.376,0.371,6,-14.929,1,0.122,0.449,2.28e-06,0.106,0.656,195.668,3,soul
70272,6xYMj5eo8YYOuHXBZOXBL9,Z.TAO,好不好,好不好,32,241453,False,0.415,0.261,4,-10.715,1,0.0371,0.909,3.19e-05,0.112,0.427,139.739,4,mandopop
82378,6CZ9Kca2A2fOjaR3uCTVCl,Jason & The Scorchers,Fervor / Lost & Found,Lost Highway,23,121413,False,0.332,0.981,9,-3.66,1,0.178,0.00117,0.0108,0.345,0.454,171.221,4,power-pop
44205,1BExV8JprNJLvLeDE9qdEW,Staind,Break the Cycle,It's Been Awhile,65,264706,True,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,4,grunge
38847,7fZIj56tPuvMTTVZFDe8an,Ola & The Janglers,Lime Light,Alex Is The Man,26,170066,False,0.541,0.775,9,-8.183,0,0.0398,0.0967,0.0,0.32,0.927,99.624,4,garage
62243,3rRKLdCj1kavcwg9Z6BxAk,Jamie Cullum,CHRISTMAS TOP HITS 2022,It's Christmas,0,194706,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,j-pop
128,38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,False,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4,acoustic
80255,1GjRIaC1VRaPw8cl5CAjuF,Sunidhi Chauhan;Devi Sri Prasad,"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",64,227160,False,0.837,0.801,5,-4.978,0,0.308,0.53,1.03e-06,0.174,0.908,139.894,4,pop-film
59818,0XpFEZKxUhSSsTdRw2JPqG,Leila Bela,Angra Manyu,Grrrnnr Monster!,0,49480,False,0.272,0.86,8,-2.238,1,0.128,0.333,0.429,0.142,0.151,132.651,4,iranian
18055,3O9nQmCkiA2VUAqQpkJZhD,The Lonely Island;Michael Bolton,Turtleneck & Chain (Explicit Version),Jack Sparrow,58,187746,True,0.718,0.712,8,-5.242,1,0.222,0.0225,0.0,0.0442,0.42,97.005,4,comedy
7529,1ecIvF4THpjBQtV2XOWS3Y,The Infamous Stringdusters,Toward the Fray,I Didn't Know,22,240893,False,0.528,0.74,4,-7.577,0,0.0306,0.435,2.55e-06,0.119,0.732,150.668,4,bluegrass
23946,4Duyg2MpEmHSLqxTvvgQ26,The Godfathers Of Deep House SA,The 4th Commandment 2020 Chapter 30,This Shit Again - Nostalgic Mix,26,410373,False,0.776,0.376,9,-14.143,0,0.073,0.014,0.917,0.111,0.467,118.009,4,deep-house
67004,1rhSz40cKH9mzrlJKhg0E4,Daddy Yankee;Plan B,FELIZ CUMPLEAÑOS,Sábado Rebelde,7,240266,False,0.771,0.905,6,-3.268,0,0.155,0.11,7.46e-06,0.656,0.858,163.978,4,latin
99220,223dRxIidnjKOvmTG3T57n,Em Beihold,Отново на училище,Numb Little Bug,2,169237,False,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,4,singer-songwriter
8536,05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,Shake Your Money Maker,Hard To Handle,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues
73865,1ML1hKOswbviGfAGVLXA3k,Mano Le Tough,At the Moment,Moment to Change,40,191266,False,0.675,0.736,2,-9.967,1,0.0459,0.25,0.465,0.107,0.538,80.738,4,minimal-techno
38865,5F7vfdGstxL3LNF8BM3UTw,Institute,Readjusting the Locks,M.P.S.,24,134913,False,0.2,0.982,11,-4.143,0,0.116,1.18e-05,0.847,0.165,0.218,175.79,4,garage
31026,52iLDrSoRtf9lcgFuLVfqE,Sasha Alex Sloan,Older,Older,71,191001,False,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,64.002,4,electro
25139,2yB0vv1uJONVlnMOO8x8EV,Culture Club,Best Of Karneval,Karma Chameleon - Remastered 2002,0,256200,False,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,disco
83787,30cW9fD87IgbYFl8o0lUze,Lucas & Steve;Haris,Perfect (feat. Haris),Perfect (feat. Haris),59,176517,False,0.751,0.657,6,-4.642,1,0.0989,0.0955,0.0,0.0945,0.532,118.029,4,progressive-house
59570,3ASzO1weK9Ld6GeEGs7IpN,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,Bypass,0,229559,False,0.598,0.796,11,-12.98,0,0.317,0.0104,0.923,0.346,0.348,174.842,4,iranian
49734,5x9BWvLcvawwnoyFEIanI4,The Prophet,The Hardcore Archive Part 3 (1997),Why Not - Original Mix,0,172939,False,0.467,0.899,0,-7.658,1,0.0351,8.5e-05,0.904,0.144,0.098,94.978,4,hardstyle
11981,7A7EIiveCn1Q0KfMaOiCee,Daniel Pemberton,Amsterdam (Original Motion Picture Soundtrack),Triage,18,129733,False,0.773,0.237,0,-15.543,0,0.0319,0.724,0.478,0.151,0.436,109.972,3,british
18995,5B6DpblYjEi7Mp67XxqO3t,Kevin Bloody Wilson,35 Years of Kevin Bloody Wilson,Dickin's Cider,21,211653,True,0.734,0.711,9,-6.285,1,0.114,0.637,0.0,0.146,0.711,99.969,4,comedy
83825,4DfxFGwreu9BquiLRClwh8,John De Sohn,Hum With Me,Hum With Me,52,167870,False,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,0.347,111.924,4,progressive-house
107506,5O1QX88tNco4SQ2PxPDCu1,Tatiana Bulanova,Моё русское сердце,Ясный мой свет,42,209199,False,0.764,0.903,7,-8.872,0,0.0318,0.0368,8.05e-05,0.0321,0.981,128.018,4,synth-pop
47580,3GXVu859lhKPIOV0QZJPnE,Charlie Brown Jr.,Chegou Quem Faltava - Versão do Chorão (Ao Vivo),Cheia de Vida - Ao Vivo - Chegou Quem Faltava,38,142355,False,0.481,0.97,10,-4.517,1,0.104,0.000585,2.29e-05,0.743,0.379,98.407,4,hard-rock
71699,69zmyMJrufLbIGGC4QO2al,Viernes Verde,Oscuro,Abrazar la Niebla,43,449200,False,0.525,0.641,5,-8.695,1,0.0259,0.000285,0.02,0.111,0.159,138.839,4,metal
90643,5vEkDdJAhgaw5DLxLnT9QM,Los Tukas,15 Exitos,Mananitas A La Madre,31,199333,False,0.55,0.504,11,-10.15,1,0.0278,0.595,0.0,0.0989,0.611,98.641,4,rock-n-roll
111864,43Oflr2DzWTLLvFkTT8xmL,DJ Cam,Abstract Manifesto,Maiden Voyage,18,266253,False,0.749,0.859,7,-7.72,1,0.0577,0.234,0.0331,0.112,0.815,116.125,4,trip-hop
65307,1QpwvWMQGdOgA8MXXfgs4H,NMIXX,ENTWURF,DICE,82,165746,False,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096,4,k-pop
96181,0V52aCefKzQy0xkeX6dSlq,Grupo Fundo De Quintal,Vou Festejar,Sorriso Negro,43,196186,False,0.594,0.85,9,-8.529,1,0.112,0.356,0.0,0.982,0.426,102.695,4,samba
27105,1ZK3FPG6rdmDqjsGvVZAtA,Bensley,Roll The Dice,Roll The Dice,52,248275,False,0.424,0.957,1,-1.093,0,0.0424,0.00771,0.0406,0.479,0.27,173.996,4,drum-and-bass
58285,1QcYkVyP0dJb8eUtiVlxVz,Psyclon Nine,Use Once and Destroy,Use Once and Destroy - Version - Dismantled,26,189513,False,0.451,0.848,1,-7.999,1,0.0687,3.35e-05,0.207,0.335,0.148,180.074,4,industrial
94757,2PmkJu8MLrZNMZt0wDg5c0,Papithbk,Thbk.,Midnight in My Mind,53,112106,True,0.869,0.269,4,-12.538,0,0.116,0.523,0.0,0.121,0.202,114.997,4,sad
102242,5uc8qnreoDC8ZxVZ8EjZRc,Annie Lennox,Halloween Party 2022,"I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",0,210520,False,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.358,173.98,3,songwriter
42276,1SzQD0bt41Ki1qVP2Pa3Dn,Regurgitate,Effortless Regurgitation...the Torture Sessions,Fleshfeast,15,65266,False,0.197,0.95,4,-7.127,0,0.0542,3.39e-05,0.815,0.181,0.685,99.732,4,grindcore
24546,3yDRmusu4Br0zzfdSzEGeH,Drexciya,Journey of the Deep Sea Dweller III,The Countdown Has Begun,9,187195,False,0.766,0.98,11,-10.674,0,0.0518,0.00341,0.921,0.105,0.46,124.306,4,detroit-techno
13615,2CIvRVcp8ZdShxXwYW1aE9,Jovonn;Ian Pooley,Back To House,Back To House - Ian Pooley's New Dub,8,384306,False,0.739,0.829,1,-8.122,0,0.0521,0.00126,0.169,0.287,0.357,126.028,4,chicago-house
102705,5uBxWyHmRbUCzJ87E34MP8,Hayd,Lost,Lost,58,181730,False,0.386,0.168,8,-14.768,1,0.0367,0.938,0.00995,0.0819,0.312,126.473,4,songwriter
29200,5Ce9z7GqSknXccyppRxNLY,Ookay,Thief,Thief,57,239711,False,0.57,0.797,6,-2.954,1,0.0608,0.00476,0.00833,0.11,0.212,149.925,4,dubstep
39401,0CHvs1UmxA90B2apIpbWCC,Ramin Djawadi;Serj Tankian,Game Of Thrones: Season 8 (Music from the HBO Series),The Rains of Castamere,59,224305,False,0.285,0.15,0,-12.306,0,0.032,0.792,0.2,0.102,0.138,83.768,4,german
99730,1chnlLONX1BubwxEnL0fln,Madeline The Person,Hits Hits Hits,MEAN!,0,143957,False,0.56,0.436,7,-8.761,1,0.491,0.918,0.0,0.093,0.402,117.907,4,singer-songwriter
76213,5jLWRE6nyI3ijFlIMCYJKH,Andrea Bocelli;Orchestra Sinfonica di Milano Giuseppe Verdi;Steven Mercurio,Rarities (Remastered),Amapola - Remastered,27,253384,False,0.175,0.371,2,-7.367,1,0.0305,0.963,1.38e-06,0.191,0.2,80.714,4,opera
59531,7eFzvTIKQVswPDPrIc2zAv,Ekwon,"Born in Shroud, Dead in Womb",All Shall Suffer for Naught,0,337545,True,0.233,0.973,1,-4.197,0,0.111,2.78e-05,0.599,0.444,0.0392,114.07,4,iranian
83058,3Nku6gLNqnwUuq8GLkqyhW,Armin van Buuren;Vini Vici;Hilight Tribe,Great Spirit,Great Spirit,66,215773,False,0.592,0.911,9,-7.975,1,0.0659,0.00608,0.0123,0.223,0.211,103.517,3,progressive-house
99503,4rypm0OAHbU1IXLA8atiGE,Stephen Sanchez,Easy On My Eyes,Hey Girl,60,185906,False,0.389,0.505,6,-7.777,0,0.037,0.538,0.00403,0.216,0.244,121.775,4,singer-songwriter
23813,7h3ryyFSZ1ycnh8CYpULRa,M-22,Can’t Stop Loving You,Can’t Stop Loving You,51,185393,False,0.693,0.847,11,-5.205,1,0.0458,0.00087,0.0034,0.131,0.374,124.002,4,deep-house
34317,1RqmsIhNAbTDliJwxqFR10,Salim–Sulaiman;Shweta Pandit;Salim Merchant;Irshad Kamil,Neal ‘N’ Nikki,Halla Re,43,308427,False,0.704,0.889,7,-6.055,1,0.0847,0.227,4.86e-06,0.0572,0.762,109.992,4,folk
48182,2FDW0QBaiRpIH4zYvwEMlT,Onyx,The Best 90s Hip Hop Hits,Throw Ya Gunz,2,198026,True,0.821,0.686,1,-9.158,1,0.263,0.00216,0.0,0.17,0.708,94.015,4,hardcore
47136,1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,Rock un sentimiento vol. I,Amiga Mía,0,244053,False,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,hard-rock
65491,1fzAokzOONl4XEPUFoammu,Alka Yagnik;Arijit Singh,Loveholic Arijit Singh,"Agar Tum Saath Ho (From ""Tamasha"")",52,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
51294,4d3tiblcaqGdji7XvPGHiq,Sidhu Moose Wala,Moosetape,Malwa Block,63,239294,False,0.494,0.786,11,-4.289,1,0.284,0.165,0.0,0.783,0.594,81.175,4,hip-hop
102858,1B4KDy5VAXxR8FayLvWlJu,mehro;AWAY,like you're god (AWAY Remix),like you're god (AWAY Remix),47,185142,False,0.663,0.446,11,-8.009,0,0.348,0.288,0.00524,0.324,0.221,139.6,3,songwriter
4644,4QunEuIrDNY59Wu610wKQt,Little Symphony,Serenity,Anvindr,26,175238,False,0.184,0.109,0,-24.131,1,0.0631,0.786,0.879,0.117,0.193,131.54,4,ambient
34646,7fTGbBAinDHiLmyYs5nk2F,Mercedes Sosa;Ariel Ramírez;Hector Zeoli,Pañuelos al viento,Alfonsina Y El Mar,0,282253,False,0.512,0.187,10,-10.382,0,0.039,0.968,4.23e-05,0.122,0.217,135.616,4,folk
72220,5LJmf4fMXEvO1PdlCBKwRz,Spiritbox,Rotoscope,Rotoscope,20,215362,False,0.565,0.878,0,-4.521,0,0.0892,1.73e-05,0.104,0.107,0.455,125.014,4,metalcore
73619,6xzpUzzIquIyUzTLbbgSdI,Kiasmos,Kiasmos,Thrown,45,539229,False,0.75,0.34,5,-12.759,0,0.0326,0.167,0.648,0.106,0.145,120.016,4,minimal-techno
107051,53UKOu8knQIiceqiPiudV3,Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack),Lies In The Dark,52,221440,False,0.299,0.448,1,-7.819,1,0.0452,0.0275,0.0,0.0892,0.172,177.59,4,synth-pop
21457,1AtBzcUzKLh4BGwXhFA9K6,Wizkid,Ayo,Ojuelegba,59,216242,False,0.645,0.748,9,-5.888,0,0.0351,0.154,0.000283,0.239,0.903,100.056,4,dancehall
13974,4D6NNrHLQKtSF0F2Q6JC9L,Paul Johnson,"Best Of Moody Recordings, Vol. 1",Get Get Down - Original Mix,6,551999,False,0.906,0.918,5,-8.041,0,0.0839,0.000146,0.845,0.116,0.51,126.953,4,chicago-house
74517,5For9ZuNFUOpcDBq0dvWR6,Big Up;Maneva,Rosa Flor (Acústica),Rosa Flor - Acústica,41,199134,False,0.421,0.287,9,-12.727,1,0.034,0.831,0.0,0.112,0.523,109.098,5,mpb
45709,5OR1lHmU1oB1LSHBjWpLYk,Beyond The Guitar,"Fairytale (From ""Shrek"")","Fairytale (From ""Shrek"")",37,148421,False,0.563,0.0234,5,-19.784,1,0.0649,0.976,0.855,0.0956,0.169,77.662,3,guitar
36216,41iKApBwuxn4DlCulZGmYj,MR TOUT LE MONDE;Nounours,Now You Know,Now You Know,59,169032,False,0.507,0.505,1,-9.919,0,0.0431,0.607,0.00209,0.118,0.228,93.378,4,french
93467,1XOoxrHEwBrh6NxGEDYN7z,Sergei Lemeshev,Сергей Лемешев. 20 золотых песен,Я тебе ничего не скажу,0,188333,False,0.334,0.0405,5,-24.064,0,0.0426,0.991,0.000318,0.176,0.0625,94.957,3,romance
18276,4N76PHUjVJrtTfiYWZB03T,David Cross,"Oh, Come On","How the Sausage Is Made (Couples Colonic, Pt. 4)",24,253591,True,0.621,0.56,3,-15.82,0,0.941,0.315,0.0,0.931,0.438,82.399,4,comedy
13365,3B2BhlLK5ZDlm5hwbaZhIU,Marshall Jefferson;George Smeddles;Paris Brightledge;DEL-30,It’s Alright (DEL-30 Remix),It’s Alright - DEL-30 Remix,10,158511,False,0.661,0.975,9,-5.523,0,0.0481,0.048,0.00927,0.223,0.499,125.919,4,chicago-house
5780,6fx2tRc1ez4qCPySzRRx1m,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,YouSee-Power,40,257466,False,0.217,0.35,9,-10.26,0,0.0322,0.197,0.932,0.141,0.0942,61.992,4,anime
47526,17lu4tymfnhmcIDlzBbtAb,AC/DC,For Those About to Rock (We Salute You),For Those About to Rock (We Salute You),67,344240,False,0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021,4,hard-rock
54418,1r6ydnQKC9Ukvh87ANT0Hh,Leafcutter John,Yes! Come Parade With Us,Yes! Come Parade With Us,34,294600,False,0.408,0.731,3,-6.259,0,0.043,0.202,0.764,0.604,0.324,112.019,4,idm
93433,2Pgc97g0nMT8zTtumxVrXv,Oleg Pogudin,Je chante,Tombe la neige,0,180316,False,0.417,0.2,10,-10.918,0,0.0363,0.933,0.0397,0.112,0.341,110.67,4,romance
58167,3lUwCryVobacobYrN5f2Je,Celldweller,Celldweller (Deluxe Edition),Switchback,55,302693,False,0.44,0.834,10,-6.655,1,0.0412,1.76e-05,0.000131,0.284,0.356,112.932,4,industrial
29548,32AV76N8GhpnJ74VoYfDGk,Zomboy,The Dead Symphonic EP,Nuclear (Hands Up),48,316208,False,0.499,0.969,4,-1.074,0,0.0649,0.00526,0.000681,0.0832,0.526,174.019,4,dubstep
108682,75LdwSIorbGFJ8ogu64gXB,Carlos Gardel,Platinum Collection: The World's Best Tangos Vol. 3: Carlos Gardel,Secreto,18,138166,False,0.733,0.3,1,-11.938,0,0.107,0.988,0.00679,0.436,0.842,123.223,4,tango
104841,0Jiloc4LOUub7ifjrqjEi7,Amistades Peligrosas,La Profecía,Será,27,256706,False,0.572,0.39,2,-8.944,1,0.0329,0.41,0.0,0.0904,0.283,83.942,4,spanish
100409,0O9DNo4Mj9hvxuPFnlZhss,Inspector;Los Skarnales,El Dejado,El Dejado,38,296355,False,0.548,0.927,9,-5.094,1,0.265,0.0465,0.0,0.273,0.85,144.049,4,ska
77230,3MYU524SJaZ733TNHTfMzI,Kamisa 10,Na Vibe do K10 - EP 1 (Ao vivo),Sentada Malvada - Ao vivo,48,168810,False,0.754,0.755,2,-6.681,0,0.0326,0.751,0.0,0.383,0.864,129.919,4,pagode
36100,47x1Gh7yk5mblUWxWRdtjH,French 79,Joshua,Hometown,55,202107,False,0.566,0.713,5,-9.134,1,0.034,0.255,0.944,0.109,0.18,117.987,4,french
79707,6YJmFcuQdTUxGMYrfrLn2w,We The Kings;Olivia Holt,Sad Song (Rj Remix) [feat. Olivia Holt],Sad Song (Rj Remix) [feat. Olivia Holt],21,239789,False,0.577,0.843,1,-4.692,1,0.101,0.0707,0.0,0.109,0.771,99.91,4,piano
20592,7GVEjM8u2tyrtczh9Z1L0N,Avicii,Summer Music Festival Hits,Last Dance - Radio Edit,0,204375,False,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,dance
96862,0gDvyUgaBYhTS8rGiaYofp,Angela Ro Ro,A Vida É Mesmo Assim,Fogueira,37,244986,False,0.298,0.267,0,-13.202,1,0.0344,0.899,0.00162,0.0921,0.133,90.413,3,samba
112555,21xBPv2mfFQVc8888DFfJX,Ahiyan,Yalancılar (Tirat),Yalancılar - Tirat,39,153882,True,0.634,0.631,1,-8.659,1,0.266,0.397,3.08e-05,0.232,0.694,85.258,4,turkish
47033,73a5aLqU9889tDoxBkxPEp,Ghost,Halloween 2022,Dance Macabre,0,219720,False,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4,hard-rock
27287,0yB5FdOd4jI2NYuyY1QR3D,Benny Page;MC Spyda,Serious Time,Serious Time,21,183448,False,0.693,0.977,11,-2.038,1,0.0564,0.000927,0.000559,0.0736,0.508,175.031,4,drum-and-bass
